2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
1,391602
-0,158203
2,000000
2,000000
1,544922
-0,560303
-0,105713
0,487061
1,865479
1,088867
-0,577881
-1,242432
-1,124024
0,646240
0,665772
-0,211914
-0,821045
-0,531006
-0,398926
-0,459229
-0,711182
-0,646973
-0,023193
0,142334
0,758789
1,416260
1,167481
1,125977
0,386231
0,356445
0,641602
0,819580
0,547607
-0,034180
0,073486
0,347168
0,580322
0,829590
0,740723
0,335205
0,480469
1,146240
1,690186
1,447510
1,947754
2,000000
2,000000
2,000000
1,892334
1,690430
1,773438
1,421631
1,240479
1,178711
1,257568
1,015137
1,250000
1,937256
1,971680
1,548340
0,499268
0,350830
1,229492
1,947022
1,579102
0,638672
-0,174561
0,112305
1,387451
1,375488
1,361572
1,117432
1,383057
1,712403
1,418701
1,333496
1,095947
1,204590
0,501221
0,209473
0,221680
0,230957
0,805176
0,592773
0,093018
0,707520
-0,060059
0,347900
0,365967
0,262695
0,040039
-0,592041
-0,911621
-0,755371
-0,793945
-0,564697
-0,604981
-0,618652
-0,656738
-0,716797
-0,360840
-0,428711
-0,188721
-0,615234
-0,022705
0,460205
0,179443
-0,246338
-0,784912
-0,638916
-0,313965
0,154541
0,844483
0,887940
0,705322
1,058594
1,244385
1,789063
1,283203
0,963135
0,573486
0,856934
1,501953
1,561280
1,365234
0,968750
1,177979
1,654053
1,485108
1,453858
1,577637
1,275391
1,363037
1,818848
1,602783
1,035156
0,520996
0,586670
1,470948
2,000000
2,000000
1,672119
1,878906
1,138672
1,278320
2,000000
2,000000
-0,317139
-0,691895
1,364258
2,000000
1,855469
0,715820
1,079590
1,989258
2,000000
1,649903
1,044434
1,917481
2,000000
2,000000
2,000000
1,058594
1,361817
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
1,644776
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
1,478272
1,194824
1,684082
2,000000
1,564942
0,058838
0,483643
1,260010
1,013916
0,828613
0,640137
0,742188
0,806152
0,079834
-0,762940
