0,000022
0,000110
0,000281
0,000530
0,000846
0,001217
0,001628
0,002065
0,002508
0,002940
0,003341
0,003695
0,003981
0,004185
0,004292
0,004289
0,004166
0,003917
0,003538
0,003030
0,002394
0,001640
0,000777
-0,000181
-0,001216
-0,002308
-0,003435
-0,004572
-0,005694
-0,006773
-0,007784
-0,008698
-0,009491
-0,010138
-0,010618
-0,010912
-0,011005
-0,010884
-0,010542
-0,009976
-0,009188
-0,008184
-0,006976
-0,005579
-0,004016
-0,002309
-0,000489
0,001412
0,003360
0,005318
0,007247
0,009108
0,010862
0,012471
0,013900
0,015113
0,016082
0,016778
0,017182
0,017277
0,017050
0,016499
0,015624
0,014433
0,012940
0,011166
0,009137
0,006886
0,004443
0,001818
-0,000957
-0,003800
-0,006638
-0,009448
-0,012220
-0,014902
-0,017400
-0,019630
-0,021558
-0,023189
-0,024510
-0,025464
-0,025974
-0,026002
-0,025557
-0,024647
-0,023270
-0,021429
-0,019142
-0,016441
-0,013356
-0,009914
-0,006149
-0,002100
0,002183
0,006623
0,011126
0,015587
0,019909
0,024013
0,027812
0,031213
0,034122
0,036465
0,038192
0,039262
0,039642
0,039300
0,038215
0,036392
0,033868
0,030688
0,026898
0,022559
0,017743
0,012523
0,006980
0,001201
-0,004723
-0,010695
-0,016619
-0,022397
-0,027924
-0,033099
-0,037820
-0,041984
-0,045483
-0,048239
-0,050206
-0,051362
-0,051674
-0,051092
-0,049584
-0,047168
-0,043905
-0,039858
-0,035070
-0,029578
-0,023451
-0,016786
-0,009696
-0,002290
0,005312
0,012975
0,020554
0,027907
0,034891
0,041355
0,047163
0,052198
0,056366
0,059591
0,061800
0,062932
0,062953
0,061843
0,059610
0,056283
0,051905
0,046530
0,040225
0,033081
0,025220
0,016783
0,007924
-0,001195
-0,010411
-0,019553
-0,028449
-0,036925
-0,044812
-0,051959
-0,058225
-0,063470
-0,067574
-0,070455
-0,072068
-0,072385
-0,071389
-0,069071
-0,065440
-0,060530
-0,054417
-0,047205
-0,039013
-0,029973
-0,020242
-0,010009
0,000518
0,011131
0,021637
0,031852
0,041586
0,050639
0,058823
0,065978
0,071970
0,076674
0,079986
0,081828
0,082146
0,080923
0,078175
0,073932
0,068240
0,061175
0,052865
0,043481
0,033213
0,022249
0,010784
-0,000979
-0,012836
-0,024560
-0,035915
-0,046703
-0,056772
-0,065937
-0,073970
-0,080672
-0,085915
-0,089612
-0,091673
-0,092023
-0,090633
-0,087531
-0,082769
-0,076410
-0,068550
-0,059325
-0,048909
-0,037507
-0,025323
-0,012562
0,000548
0,013761
0,026831
0,039510
0,051556
0,062737
0,072838
0,081655
0,089010
0,094758
0,098783
0,100997
0,101344
0,099806
0,096398
0,091169
0,084198
0,075590
0,065488
0,054082
0,041586
0,028203
0,014146
-0,000324
-0,014915
-0,029352
-0,043369
-0,056702
-0,069093
-0,080304
-0,090139
-0,098431
-0,105021
-0,109758
-0,112534
-0,113293
-0,112012
-0,108689
-0,103343
-0,096041
-0,086894
-0,076041
-0,063645
-0,049905
-0,035068
-0,019417
-0,003252
0,013130
0,029437
0,045360
0,060588
0,074835
0,087841
0,099355
0,109145
0,117002
0,122757
0,126294
0,127557
0,126524
0,123188
0,117564
0,109722
0,099800
0,087985
0,074481
0,059508
0,043319
0,026204
0,008480
-0,009531
-0,027506
-0,045117
-0,062034
-0,077934
-0,092511
-0,105486
-0,116606
-0,125641
-0,132391
-0,136706
-0,138494
-0,137708
-0,134342
-0,128444
-0,120125
-0,109549
-0,096923
-0,082480
-0,066467
-0,049161
-0,030869
-0,011933
0,007283
0,026423
0,045147
0,063115
0,079983
0,095418
0,109120
0,120831
0,130338
0,137459
0,142047
0,144006
0,143301
0,139950
0,134010
0,125578
0,114806
0,101900
0,087105
0,070689
0,052941
0,034187
0,014791
-0,004875
-0,024457
-0,043613
-0,061997
-0,079258
-0,095067
-0,109134
-0,121208
-0,131059
-0,138481
-0,143321
-0,145488
-0,144934
-0,141648
-0,135672
-0,127121
-0,116179
-0,103060
-0,088009
-0,071308
-0,053270
-0,034231
-0,014539
0,005445
0,025349
0,044789
0,063400
0,080838
0,096776
0,110902
0,122936
0,132653
0,139877
0,144477
0,146354
0,145453
0,141777
0,135388
0,126406
0,115003
0,101400
0,085856
0,068655
0,050133
0,030672
0,010635
-0,009631
-0,029738
-0,049269
-0,067836
-0,085096
-0,100748
-0,114514
-0,126133
-0,135377
-0,142081
-0,146134
-0,147443
-0,145954
-0,141684
-0,134738
-0,125263
-0,113419
-0,099400
-0,083470
-0,065944
-0,047163
-0,027472
-0,007228
0,013189
0,033393
0,052997
0,071629
0,088934
0,104583
0,118272
0,129727
